000001	XEROX CORPORATION 
00E001	STRAND LIGHTING LIMITED 
00E002	CROSSROADS SYSTEMS, INC. 
00E003	NOKIA WIRELESS BUSINESS COMMUN 
00E004	PMC-SIERRA, INC. 
00E005	TECHNICAL CORP. 
00E006	SILICON INTEGRATED SYS. CORP. 
00E007	Avaya ECS Ltd 
00E008	AMAZING CONTROLS INC. 
00E009	MARATHON TECHNOLOGIES CORP. 
00E00A	DIBA, INC. 
00E00B	ROOFTOP COMMUNICATIONS CORP. 
00E00C	MOTOROLA 
00E00D	RADIANT SYSTEMS 
00E00E	AVALON IMAGING SYSTEMS, INC. 
00E00F	SHANGHAI BAUD DATA 
00E010	HESS SB-AUTOMATENBAU GmbH 
00E011	Uniden Corporation 
00E012	PLUTO TECHNOLOGIES INTERNATIONAL INC. 
00E013	EASTERN ELECTRONIC CO., LTD. 
00E014	Cisco Systems, Inc 
00E015	HEIWA CORPORATION 
00E016	RAPID CITY COMMUNICATIONS 
00E017	EXXACT GmbH 
00E018	ASUSTek COMPUTER INC. 
00E019	ING. GIORDANO ELETTRONICA 
00E01A	COMTEC SYSTEMS. CO., LTD. 
00E01B	SPHERE COMMUNICATIONS, INC. 
00E01C	Cradlepoint, Inc 
00E01D	WebTV NETWORKS, INC. 
00E01E	Cisco Systems, Inc 
00E01F	AVIDIA Systems, Inc. 
00E020	TECNOMEN OY 
00E021	FREEGATE CORP. 
00E022	Analog Devices Inc. 
00E023	TELRAD 
00E024	GADZOOX NETWORKS 
00E025	dit Co., Ltd. 
00E026	Redlake MASD LLC 
00E027	DUX, INC. 
00E028	APTIX CORPORATION 
00E029	STANDARD MICROSYSTEMS CORP. 
00E02A	TANDBERG TELEVISION AS 
00E02B	EXTREME NETWORKS 
00E02C	AST COMPUTER 
00E02D	InnoMediaLogic, Inc. 
00E02E	SPC ELECTRONICS CORPORATION 
00E02F	MCNS HOLDINGS, L.P. 
00E030	MELITA INTERNATIONAL CORP. 
00E031	HAGIWARA ELECTRIC CO., LTD. 
00E032	MISYS FINANCIAL SYSTEMS, LTD. 
00E033	E.E.P.D. GmbH 
00E034	Cisco Systems, Inc 
00E035	Artesyn Embedded Technologies 
00E036	PIONEER CORPORATION 
00E037	CENTURY CORPORATION 
00E038	PROXIMA CORPORATION 
00E039	PARADYNE CORP. 
00E03A	Cabletron Systems, Inc. 
00E03B	PROMINET CORPORATION 
00E03C	AdvanSys 
00E03D	FOCON ELECTRONIC SYSTEMS AS 
00E03E	ALFATECH, INC. 
00E03F	JATON CORPORATION 
00E040	DeskStation Technology, Inc. 
00E041	CSPI 
00E042	Pacom Systems Ltd. 
00E043	VitalCom 
00E044	LSICS CORPORATION 
00E045	TOUCHWAVE, INC. 
00E046	BENTLY NEVADA CORP. 
00E047	InFocus Corporation 
00E048	SDL COMMUNICATIONS, INC. 
00E049	MICROWI ELECTRONIC GmbH 
00E04A	ZX Technologies, Inc 
00E04B	JUMP INDUSTRIELLE COMPUTERTECHNIK GmbH 
00E04C	REALTEK SEMICONDUCTOR CORP. 
00E04D	INTERNET INITIATIVE JAPAN, INC 
00E04E	SANYO DENKI CO., LTD. 
00E04F	Cisco Systems, Inc 
00E050	EXECUTONE INFORMATION SYSTEMS, INC. 
00E051	TALX CORPORATION 
00E052	Brocade Communications Systems, Inc. 
00E053	CELLPORT LABS, INC. 
00E054	KODAI HITEC CO., LTD. 
00E055	INGENIERIA ELECTRONICA COMERCIAL INELCOM S.A. 
00E056	HOLONTECH CORPORATION 
00E057	HAN MICROTELECOM. CO., LTD. 
00E058	PHASE ONE DENMARK AS 
00E059	CONTROLLED ENVIRONMENTS, LTD. 
00E05A	GALEA NETWORK SECURITY 
00E05B	WEST END SYSTEMS CORP. 
00E05C	Panasonic Healthcare Co., Ltd. 
00E05D	UNITEC CO., LTD. 
00E05E	JAPAN AVIATION ELECTRONICS INDUSTRY, LTD. 
00E05F	e-Net, Inc. 
00E060	SHERWOOD 
00E061	EdgePoint Networks, Inc. 
00E062	HOST ENGINEERING 
00E063	Cabletron Systems, Inc. 
00E064	SAMSUNG ELECTRONICS 
00E065	OPTICAL ACCESS INTERNATIONAL 
00E066	ProMax Systems, Inc. 
00E067	eac AUTOMATION-CONSULTING GmbH 
00E068	MERRIMAC SYSTEMS INC. 
00E069	JAYCOR 
00E06A	KAPSCH AG 
00E06B	WG SPECIAL PRODUCTS 
00E06C	Ultra Electronics Limited (AEP Networks) 
00E06D	COMPUWARE CORPORATION 
00E06E	FAR SYSTEMS S.p.A. 
00E06F	ARRIS Group, Inc. 
00E070	DH TECHNOLOGY 
00E071	EPIS MICROCOMPUTER 
00E072	LYNK 
00E073	NATIONAL AMUSEMENT NETWORK, INC. 
00E074	TIERNAN COMMUNICATIONS, INC. 
00E075	Verilink Corporation 
00E076	DEVELOPMENT CONCEPTS, INC. 
00E077	WEBGEAR, INC. 
00E078	BERKELEY NETWORKS 
00E079	A.T.N.R. 
00E07A	MIKRODIDAKT AB 
00E07B	BAY NETWORKS 
00E07C	METTLER-TOLEDO, INC. 
00E07D	NETRONIX, INC. 
00E07E	WALT DISNEY IMAGINEERING 
00E07F	LOGISTISTEM s.r.l. 
00E080	CONTROL RESOURCES CORPORATION 
00E081	TYAN COMPUTER CORP. 
00E082	ANERMA 
00E083	JATO TECHNOLOGIES, INC. 
00E084	COMPULITE RD 
00E085	GLOBAL MAINTECH, INC. 
00E086	Emerson Network Power, Avocent Division 
00E087	LeCroy - Networking Productions Division 
00E088	LTX-Credence CORPORATION 
00E089	ION Networks, Inc. 
00E08A	GEC AVERY, LTD. 
00E08B	QLogic Corp. 
00E08C	NEOPARADIGM LABS, INC. 
00E08D	PRESSURE SYSTEMS, INC. 
00E08E	UTSTARCOM 
00E08F	Cisco Systems, Inc 
00E090	BECKMAN LAB. AUTOMATION DIV. 
00E091	LG ELECTRONICS, INC. 
00E092	ADMTEK INCORPORATED 
00E093	ACKFIN NETWORKS 
00E094	OSAI SRL 
00E095	ADVANCED-VISION TECHNOLGIES CORP. 
00E096	SHIMADZU CORPORATION 
00E097	CARRIER ACCESS CORPORATION 
00E098	AboCom 
00E099	SAMSON AG 
00E09A	Positron Inc. 
00E09B	ENGAGE NETWORKS, INC. 
00E09C	MII 
00E09D	SARNOFF CORPORATION 
00E09E	QUANTUM CORPORATION 
00E09F	PIXEL VISION 
00E0A0	WILTRON CO. 
00E0A1	HIMA PAUL HILDEBRANDT GmbH Co. KG 
00E0A2	MICROSLATE INC. 
00E0A3	Cisco Systems, Inc 
00E0A4	ESAOTE S.p.A. 
00E0A5	ComCore Semiconductor, Inc. 
00E0A6	TELOGY NETWORKS, INC. 
00E0A7	IPC INFORMATION SYSTEMS, INC. 
00E0A8	SAT GmbH  Co. 
00E0A9	FUNAI ELECTRIC CO., LTD. 
00E0AA	ELECTROSONIC LTD. 
00E0AB	DIMAT S.A. 
00E0AC	MIDSCO, INC. 
00E0AD	EES TECHNOLOGY, LTD. 
00E0AE	XAQTI CORPORATION 
00E0AF	GENERAL DYNAMICS INFORMATION SYSTEMS 
00E0B0	Cisco Systems, Inc 
00E0B1	Alcatel-Lucent, Enterprise Business Group 
00E0B2	TELMAX COMMUNICATIONS CORP. 
00E0B3	EtherWAN Systems, Inc. 
00E0B4	TECHNO SCOPE CO., LTD. 
00E0B5	ARDENT COMMUNICATIONS CORP. 
00E0B6	Entrada Networks 
00E0B7	PI GROUP, LTD. 
00E0B8	GATEWAY 2000 
00E0B9	BYAS SYSTEMS 
00E0BA	BERGHOF AUTOMATIONSTECHNIK GmbH 
00E0BB	NBX CORPORATION 
00E0BC	SYMON COMMUNICATIONS, INC. 
00E0BD	INTERFACE SYSTEMS, INC. 
00E0BE	GENROCO INTERNATIONAL, INC. 
00E0BF	TORRENT NETWORKING TECHNOLOGIES CORP. 
00E0C0	SEIWA ELECTRIC MFG. CO., LTD. 
00E0C1	MEMOREX TELEX JAPAN, LTD. 
00E0C2	NECSY S.p.A. 
00E0C3	SAKAI SYSTEM DEVELOPMENT CORP. 
00E0C4	HORNER ELECTRIC, INC. 
00E0C5	BCOM ELECTRONICS INC. 
00E0C6	LINK2IT, L.L.C. 
00E0C7	EUROTECH SRL 
00E0C8	VIRTUAL ACCESS, LTD. 
00E0C9	AutomatedLogic Corporation 
00E0CA	BEST DATA PRODUCTS 
00E0CB	RESON, INC. 
00E0CC	HERO SYSTEMS, LTD. 
00E0CD	SAAB SENSIS CORPORATION 
00E0CE	ARN 
00E0CF	INTEGRATED DEVICE TECHNOLOGY, INC. 
00E0D0	NETSPEED, INC. 
00E0D1	TELSIS LIMITED 
00E0D2	VERSANET COMMUNICATIONS, INC. 
00E0D3	DATENTECHNIK GmbH 
00E0D4	EXCELLENT COMPUTER 
00E0D5	Emulex Corporation 
00E0D6	COMPUTER  COMMUNICATION RESEARCH LAB. 
00E0D7	SUNSHINE ELECTRONICS, INC. 
00E0D8	LANBit Computer, Inc. 
00E0D9	TAZMO CO., LTD. 
00E0DA	Alcatel North America ESD 
00E0DB	ViaVideo Communications, Inc. 
00E0DC	NEXWARE CORP. 
00E0DD	ZENITH ELECTRONICS CORPORATION 
00E0DE	DATAX NV 
00E0DF	KEYMILE GmbH 
00E0E0	SI ELECTRONICS, LTD. 
00E0E1	G2 NETWORKS, INC. 
00E0E2	INNOVA CORP. 
00E0E3	SK-ELEKTRONIK GMBH 
00E0E4	FANUC ROBOTICS NORTH AMERICA, Inc. 
00E0E5	CINCO NETWORKS, INC. 
00E0E6	INCAA DATACOM B.V. 
00E0E7	RAYTHEON E-SYSTEMS, INC. 
00E0E8	GRETACODER Data Systems AG 
00E0E9	DATA LABS, INC. 
00E0EA	INNOVAT COMMUNICATIONS, INC. 
00E0EB	DIGICOM SYSTEMS, INCORPORATED 
00E0EC	CELESTICA INC. 
00E0ED	SILICOM, LTD. 
00E0EE	MAREL HF 
00E0EF	DIONEX 
00E0F0	ABLER TECHNOLOGY, INC. 
00E0F1	THAT CORPORATION 
00E0F2	ARLOTTO COMNET, INC. 
00E0F3	WebSprint Communications, Inc. 
00E0F4	INSIDE Technology AS 
00E0F5	TELES AG 
00E0F6	DECISION EUROPE 
00E0F7	Cisco Systems, Inc 
00E0F8	DICNA CONTROL AB 
00E0F9	Cisco Systems, Inc 
00E0FA	TRL TECHNOLOGY, LTD. 
00E0FB	LEIGHTRONIX, INC. 
00E0FC	HUAWEI TECHNOLOGIES CO.,LTD 
00E0FD	A-TREND TECHNOLOGY CO., LTD. 
00E0FE	Cisco Systems, Inc 
00E0FF	SECURITY DYNAMICS TECHNOLOGIES, Inc. 
00E16D	Cisco Systems, Inc 
00E175	AK-Systems Ltd 
00E18C	Intel Corporate 
00E3B2	Samsung Electronics Co.,Ltd 
00E400	Sichuan Changhong Electric Ltd. 
00E666	ARIMA Communications Corp. 
00E6D3	NIXDORF COMPUTER CORP. 
00E6E8	Netzin Technology Corporation,.Ltd. 
00E8AB	Meggitt Training Systems, Inc. 
00EABD	Cisco Systems, Inc 
00EB2D	Sony Mobile Communications AB 
00EBD5	Cisco Systems, Inc 
00EC0A	Xiaomi Communications Co Ltd 
00EEAB	Cisco Systems, Inc 
00EEBD	HTC Corporation 
00F051	KWB Gmbh 
00F22C	Shanghai B-star Technology Co.,Ltd. 
00F28B	Cisco Systems, Inc 
00F3DB	WOO Sports 
00F403	Orbis Systems Oy 
00F46F	Samsung Electronics Co.,Ltd 
00F48D	Liteon Technology Corporation 
00F4B9	Apple, Inc. 
00F663	Cisco Systems, Inc 
00F76F	Apple, Inc. 
00F81C	HUAWEI TECHNOLOGIES CO.,LTD 
00F82C	Cisco Systems, Inc 
00F860	PT. Panggung Electric Citrabuana 
00F871	DGS Denmark AS 
00FA21	Samsung Electronics Co.,Ltd 
00FA3B	CLOOS ELECTRONIC GMBH 
00FC58	WebSilicon Ltd. 
00FC70	Intrepid Control Systems, Inc. 
00FC8B	Amazon Technologies Inc. 
00FC8D	Hitron Technologies. Inc 
00FCBA	Cisco Systems, Inc 
00FD22	Cisco Systems, Inc 
00FD45	Hewlett Packard Enterprise 
00FD4C	NEVATEC 
00FEC8	Cisco Systems, Inc 
020701	RACAL-DATACOM 
021C7C	PERQ SYSTEMS CORPORATION 
026086	LOGIC REPLACEMENT TECH. LTD. 
02608C	3COM CORPORATION 
027001	RACAL-DATACOM 
0270B0	MA-COM INC. COMPANIES 
0270B3	DATA RECALL LTD. 
029D8E	CARDIAC RECORDERS, INC. 
02AA3C	OLIVETTI TELECOMM SPA (OLTECO) 
02BB01	OCTOTHORPE CORP. 
02C08C	3COM CORPORATION 
02CF1C	Communication Machinery Corporation 
02E6D3	NIXDORF COMPUTER CORPORATION 
04021F	HUAWEI TECHNOLOGIES CO.,LTD 
0402CA	Shenzhen Vtsonic Co.,ltd 
0403D6	Nintendo Co.,Ltd 
0404EA	Valens Semiconductor Ltd. 
04072E	VTech Electronics Ltd. 
040973	Hewlett Packard Enterprise 
0409A5	HFR, Inc. 
040A83	Alcatel-Lucent 
040AE0	XMIT AG COMPUTER NETWORKS 
040CCE	Apple, Inc. 
040EC2	ViewSonic Mobile China Limited 
041552	Apple, Inc. 
0415D9	Viwone 
04180F	Samsung Electronics Co.,Ltd 
0418B6	Private 
0418D6	Ubiquiti Networks 
04197F	Grasphere Japan 
041A04	WaveIP 
041B6D	LG Electronics (Mobile Communications) 
041B94	Host Mobility AB 
041BBA	Samsung Electronics Co.,Ltd 
041D10	Dream Ware Inc. 
041E64	Apple, Inc. 
041E7A	DSPWorks 
041EFA	BISSELL Homecare, Inc. 
04209A	Panasonic AVC Networks Company 
04214C	Insight Energy Ventures LLC 
042234	Wireless Standard Extensions 
0425C5	HUAWEI TECHNOLOGIES CO.,LTD 
042605	GFR Gesellschaft für Regelungstechnik und Energieeinsparung mbH 
042665	Apple, Inc. 
042758	HUAWEI TECHNOLOGIES CO.,LTD 
042AE2	Cisco Systems, Inc 
042BBB	PicoCELA, Inc. 
042DB4	First Property (Beijing) Co., Ltd Modern MOMA Branch 
042F56	ATOCS (Shenzhen) LTD 
043110	Inspur Group Co., Ltd. 
0432F4	Partron 
043385	Nanchang BlackShark Co.,Ltd. 
043389	HUAWEI TECHNOLOGIES CO.,LTD 
043604	Gyeyoung IT 
043A0D	SM Optics S.r.l. 
043D98	ChongQing QingJia Electronics CO.,LTD 
0440A9	New H3C Technologies Co., Ltd 
044169	GoPro 
0444A1	TELECON GALICIA,S.A. 
044665	Murata Manufacturing Co., Ltd. 
04489A	Apple, Inc. 
044A50	Ramaxel Technology (Shenzhen) limited company 
044BED	Apple, Inc. 
044BFF	GuangZhou Hedy Digital Technology Co., Ltd 
044CEF	Fujian Sanao Technology Co.,Ltd 
044E06	Ericsson AB 
044E5A	ARRIS Group, Inc. 
044EAF	LG Innotek 
044F17	HUMAX Co., Ltd. 
044F4C	HUAWEI TECHNOLOGIES CO.,LTD 
044F8B	Adapteva, Inc. 
044FAA	Ruckus Wireless 
0450DA	Qiku Internet Network Scientific (Shenzhen) Co., Ltd 
0452C7	Bose Corporation 
0452F3	Apple, Inc. 
0453D5	Sysorex Global Holdings 
045453	Apple, Inc. 
0455CA	BriView (Xiamen) Corp. 
045604	Gionee Communication Equipment Co.,Ltd. 
04572F	Sertel Electronics UK Ltd 
04586F	Sichuan Whayer information industry Co.,LTD 
045A95	Nokia Corporation 
045C06	Zmodo Technology Corporation 
045C6C	Juniper Networks 
045C8E	gosund GROUP CO.,LTD 
045D4B	Sony Corporation 
045D56	camtron industrial inc. 
045FA7	Shenzhen Yichen Technology Development Co.,LTD 
046169	MEDIA GLOBAL LINKS CO., LTD. 
046273	Cisco Systems, Inc 
0462D7	ALSTOM HYDRO FRANCE 
0463E0	Nome Oy 
046565	Testop 
046785	scemtec Hard- und Software fuer Mess- und Steuerungstechnik GmbH 
0469F8	Apple, Inc. 
046B1B	SYSDINE Co., Ltd. 
046B25	SICHUAN TIANYI COMHEART TELECOM CO.,LTD 
046C9D	Cisco Systems, Inc 
046D42	Bryston Ltd. 
046E02	OpenRTLS Group 
046E49	TaiYear Electronic Technology (Suzhou) Co., Ltd 
0470BC	Globalstar Inc. 
04714B	IEEE Registration Authority 
04714B	Neurio Technology Inc. 
04714B	uAvionix Corporation 
04714B	Shenzhen WayOS Technology Crop., Ltd. 
04714B	Griesser Electronic AG 
04714B	Apparatebau Gauting GmbH 
04714B	Bureau Electronique Appliquee 
04714B	Armstrong Fluid Technology 
04714B	Omylis Pte Ltd 
04714B	Energport Inc 
04714B	Lighthouse AI, Inc 
04714B	Observables, Inc. 
04714B	DIGIBEST TECHNOLOGY CO., LTD. 
04714B	KittyHawk Corporation 
04714B	Shenzhen BoClouds Technology Co.,Ltd. 
04714B	Gimso Mobile Ltd 
0474A1	Aligera Equipamentos Digitais Ltda 
047503	HUAWEI TECHNOLOGIES CO.,LTD 
0475F5	CSST 
04766E	ALPS ELECTRIC CO.,LTD. 
047863	Shanghai MXCHIP Information Technology Co., Ltd. 
047970	HUAWEI TECHNOLOGIES CO.,LTD 
0479B7	Texas Instruments 
047D50	Shenzhen Kang Ying Technology Co.Ltd. 
047D7B	Quanta Computer Inc. 
047E4A	moobox CO., Ltd. 
0481AE	Clack Corporation 
04848A	7INOVA TECHNOLOGY LIMITED 
04885F	HUAWEI TECHNOLOGIES CO.,LTD 
04888C	Eifelwerk Butler Systeme GmbH 
0488E2	Beats Electronics LLC 
048A15	Avaya Inc 
048AE1	FLEXTRONICS MANUFACTURING(ZHUHAI)CO.,LTD. 
048B42	Skspruce Technology Limited 
048C03	ThinPAD Technology (Shenzhen)CO.,LTD 
048D38	Netcore Technology Inc. 
049162	Microchip Technology Inc. 
049226	ASUSTek COMPUTER INC. 
0492EE	iway AG 
04946B	TECNO MOBILE LIMITED 
0494A1	CATCH THE WIND INC 
049573	zte corporation 
0495E6	Tenda Technology Co.,Ltd.Dongguan branch 
049645	WUXI SKY CHIP INTERCONNECTION TECHNOLOGY CO.,LTD. 
049790	Lartech telecom LLC 
0498F3	ALPS ELECTRIC CO.,LTD. 
0499E6	Shenzhen Yoostar Technology Co., Ltd 
049B9C	Eadingcore  Intelligent Technology Co., Ltd. 
049C62	BMT Medical Technology s.r.o. 
049F06	Smobile Co., Ltd. 
049F81	Netscout Systems, Inc. 
049FCA	HUAWEI TECHNOLOGIES CO.,LTD 
04A151	NETGEAR 
04A316	Texas Instruments 
04A3F3	Emicon 
04A82A	Nokia Corporation 
04AB18	ELECOM CO.,LTD. 
04AC44	Holtek Semiconductor Inc. 
04B0E7	HUAWEI TECHNOLOGIES CO.,LTD 
04B167	Xiaomi Communications Co Ltd 
04B3B6	Seamap (UK) Ltd 
04B466	BSP Co., Ltd. 
04B648	ZENNER 
04BA36	Li Seng Technology Ltd 
04BA8D	Samsung Electronics Co.,Ltd 
04BBF9	Pavilion Data Systems Inc 
04BC87	Shenzhen JustLink Technology Co., LTD 
04BD70	HUAWEI TECHNOLOGIES CO.,LTD 
04BD88	Aruba Networks 
04BF6D	ZyXEL Communications Corporation 
04BFA8	ISB Corporation 
04C05B	Tigo Energy 
04C06F	HUAWEI TECHNOLOGIES CO.,LTD 
04C09C	Tellabs Inc. 
04C103	Clover Network, Inc. 
04C1B9	Fiberhome Telecommunication Technologies Co.,LTD 
04C23E	HTC Corporation 
04C241	Nokia 
04C3E6	IEEE Registration Authority 
04C3E6	DREAMKAS LLC 
04C3E6	 Guangdong New Pulse Electric Co., Ltd. 
04C3E6	SiS Technology 
04C3E6	Extech Electronics Co., LTD. 
04C3E6	Innovusion Inc. 
04C3E6	Invasys 
04C3E6	Shenzhen Shuotian Information Technology Co., LTD 
04C3E6	Advanced Digital Technologies, s.r.o. 
04C3E6	SLOC GmbH 
04C3E6	Ekin Teknoloji San ve Tic A.S. 
04C3E6	Sealed Unit Parts Co., Inc. 
04C3E6	Flintec UK Ltd. 
04C3E6	SHANTOU YINGSHENG IMPORT  EXPORT TRADING CO.,LTD. 
04C3E6	Amiosec Ltd 
04C3E6	Teleepoch Ltd 
04C5A4	Cisco Systems, Inc 
04C880	Samtec Inc 
04C991	Phistek INC. 
04C9D9	EchoStar Technologies Corp 
04CB1D	Traka plc 
04CE14	Wilocity LTD. 
04CE7E	NXP France Semiconductors France 
04CF25	MANYCOLORS, INC. 
04CF8C	XIAOMI Electronics,CO.,LTD 
04D13A	Xiaomi Communications Co Ltd 
04D3B0	Intel Corporate 
04D3CF	Apple, Inc. 
04D437	ZNV 
04D4C4	ASUSTek COMPUTER INC. 
04D6AA	SAMSUNG ELECTRO-MECHANICS(THAILAND) 
04D783	YH EC Co.,LTD. 
04D7A5	New H3C Technologies Co., Ltd 
04D9F5	ASUSTek COMPUTER INC. 
04DAD2	Cisco Systems, Inc 
04DB56	Apple, Inc. 
04DB8A	Suntech International Ltd. 
04DD4C	Velocytech 
04DEDB	Rockport Networks Inc 
04DEF2	Shenzhen easy comfort Technology Co., Ltd 
04DF69	Car Connectivity Consortium 
04E0B0	Shenzhen YOUHUA Technology Co., Ltd	
04E0C4	TRIUMPH-ADLER AG 
04E1C8	IMS Soluções em Energia Ltda. 
04E229	Qingdao Haier Technology Co.,Ltd 
04E2F8	AEP Ticketing solutions srl 
04E451	Texas Instruments 
04E536	Apple, Inc. 
04E548	Cohda Wireless Pty Ltd 
04E56E	THUB Co., ltd. 
04E598	Xiaomi Communications Co Ltd 
04E662	Acroname Inc. 
04E676	AMPAK Technology, Inc. 
04E9E5	PJRC.COM, LLC 
04EB40	Cisco Systems, Inc 
04ECBB	Fiberhome Telecommunication Technologies Co.,LTD 
04EE91	x-fabric GmbH 
04F021	Compex Systems Pte Ltd 
04F128	HMD Global Oy 
04F13E	Apple, Inc. 
04F17D	Tarana Wireless 
04F4BC	Xena Networks 
04F7E4	Apple, Inc. 
04F8C2	Flaircomm Microelectronics, Inc. 
04F938	HUAWEI TECHNOLOGIES CO.,LTD 
04F9D9	Speaker Electronic(Jiashan) Co.,Ltd 
04FA3F	Opticore Inc. 
04FA83	Qingdao Haier Technology Co.,Ltd 
04FE31	Samsung Electronics Co.,Ltd 
04FE7F	Cisco Systems, Inc 
04FE8D	HUAWEI TECHNOLOGIES CO.,LTD 
04FEA1	Fihonest communication co.,Ltd 
04FF51	NOVAMEDIA INNOVISION SP. Z O.O. 
080001	COMPUTERVISION CORPORATION 
080002	BRIDGE COMMUNICATIONS INC. 
080003	ADVANCED COMPUTER COMM. 
080004	CROMEMCO INCORPORATED 
080005	SYMBOLICS INC. 
080006	SIEMENS AG 
080007	Apple, Inc. 
080008	BOLT BERANEK AND NEWMAN INC. 
080009	Hewlett Packard 
08000A	NESTAR SYSTEMS INCORPORATED 
08000B	UNISYS CORPORATION 
08000C	MIKLYN DEVELOPMENT CO. 
08000D	INTERNATIONAL COMPUTERS LTD. 
08000E	NCR CORPORATION 
08000F	MITEL CORPORATION 
080011	TEKTRONIX INC. 
080012	BELL ATLANTIC INTEGRATED SYST. 
080013	Exxon 
080014	EXCELAN 
080015	STC BUSINESS SYSTEMS 
080016	BARRISTER INFO SYS CORP 
080017	NATIONAL SEMICONDUCTOR 
080018	PIRELLI FOCOM NETWORKS 
080019	GENERAL ELECTRIC CORPORATION 
08001A	TIARA 10NET 
08001B	EMC Corporation 
08001C	KDD-KOKUSAI DEBNSIN DENWA CO. 
08001D	ABLE COMMUNICATIONS INC. 
08001E	APOLLO COMPUTER INC. 
08001F	SHARP CORPORATION 
080020	Oracle Corporation 
080021	3M COMPANY 
080022	NBI INC. 
080023	Panasonic Communications Co., Ltd. 
080024	10NET COMMUNICATIONSDCA 
080025	CONTROL DATA 
080026	NORSK DATA A.S. 
080027	Cadmus Computer Systems 
080028	Texas Instruments 
080029	Megatek Corporation 
08002A	MOSAIC TECHNOLOGIES INC. 
08002B	DIGITAL EQUIPMENT CORPORATION 
08002C	BRITTON LEE INC. 
08002D	LAN-TEC INC. 
08002E	METAPHOR COMPUTER SYSTEMS 
08002F	PRIME COMPUTER INC. 
080030	CERN 
080031	LITTLE MACHINES INC. 
080032	TIGAN INCORPORATED 
080033	BAUSCH  LOMB 
080034	FILENET CORPORATION 
080035	MICROFIVE CORPORATION 
080036	INTERGRAPH CORPORATION 
080037	FUJI-XEROX CO. LTD. 
080038	BULL S.A.S. 
080039	SPIDER SYSTEMS LIMITED 
08003A	ORCATECH INC. 
08003B	TORUS SYSTEMS LIMITED 
08003C	SCHLUMBERGER WELL SERVICES 
08003D	CADNETIX CORPORATIONS 
08003E	CODEX CORPORATION 
08003F	FRED KOSCHARA ENTERPRISES 
080040	FERRANTI COMPUTER SYS. LIMITED 
080041	RACAL-MILGO INFORMATION SYS.. 
080042	JAPAN MACNICS CORP. 
080043	PIXEL COMPUTER INC. 
080044	DAVID SYSTEMS INC. 
080045	CONCURRENT COMPUTER CORP. 
080046	Sony Corporation 
080047	SEQUENT COMPUTER SYSTEMS INC. 
080048	EUROTHERM GAUGING SYSTEMS 
080049	UNIVATION 
08004A	BANYAN SYSTEMS INC. 
08004B	Planning Research Corp. 
08004C	HYDRA COMPUTER SYSTEMS INC. 
08004D	CORVUS SYSTEMS INC. 
08004E	3COM EUROPE LTD. 
08004F	CYGNET SYSTEMS 
080050	DAISY SYSTEMS CORP. 
080051	EXPERDATA 
080052	INSYSTEC 
080053	MIDDLE EAST TECH. UNIVERSITY 
080055	STANFORD TELECOMM. INC. 
080056	STANFORD LINEAR ACCEL. CENTER 
080057	Evans  Sutherland 
080058	SYSTEMS CONCEPTS 
080059	AS MYCRON 
08005A	IBM Corp 
08005B	VTA TECHNOLOGIES INC. 
08005C	FOUR PHASE SYSTEMS 
08005D	GOULD INC. 
08005E	COUNTERPOINT COMPUTER INC. 
08005F	SABER TECHNOLOGY CORP. 
080060	INDUSTRIAL NETWORKING INC. 
080061	JAROGATE LTD. 
080062	General Dynamics 
080063	PLESSEY 
080064	Sitasys AG 
080065	GENRAD INC. 
080066	AGFA CORPORATION 
080067	ComDesign 
080068	RIDGE COMPUTERS 
080069	SILICON GRAPHICS INC. 
08006A	ATT BELL LABORATORIES 
08006B	ACCEL TECHNOLOGIES INC. 
08006C	SUNTEK TECHNOLOGY INTL 
08006D	WHITECHAPEL COMPUTER WORKS 
08006E	MASSCOMP 
08006F	PHILIPS APELDOORN B.V. 
080070	MITSUBISHI ELECTRIC CORP. 
080071	MATRA (DSIE) 
080072	XEROX CORP UNIV GRANT PROGRAM 
080073	TECMAR INC. 
080074	CASIO COMPUTER CO. LTD. 
080075	DANSK DATA ELECTRONIK 
080076	PC LAN TECHNOLOGIES 
080077	TSL COMMUNICATIONS LTD. 
080078	ACCELL CORPORATION 
080079	THE DROID WORKS 
08007A	INDATA 
08007B	SANYO ELECTRIC CO. LTD. 
08007C	VITALINK COMMUNICATIONS CORP. 
08007E	AMALGAMATED WIRELESS(AUS) LTD 
08007F	CARNEGIE-MELLON UNIVERSITY 
080080	AES DATA INC. 
080081	ASTECH INC. 
080082	VERITAS SOFTWARE 
080083	Seiko Instruments Inc. 
080084	TOMEN ELECTRONICS CORP. 
080085	ELXSI 
080086	KONICA MINOLTA HOLDINGS, INC. 
080087	XYPLEX 
080088	Brocade Communications Systems, Inc. 
080089	Kinetics 
08008A	PerfTech, Inc. 
08008B	PYRAMID TECHNOLOGY CORP. 
08008C	NETWORK RESEARCH CORPORATION 
08008D	XYVISION INC. 
08008E	Tandem Computers 
08008F	CHIPCOM CORPORATION 
080090	SONOMA SYSTEMS 
08010F	SICHUAN TIANYI COMHEART TELECOMCO.,LTD 
08028E	NETGEAR 
080371	KRG CORPORATE 
080581	Roku, Inc. 
0805CD	DongGuang EnMai Electronic Product Co.Ltd. 
0808C2	Samsung Electronics 
0808EA	AMSC 
0809B6	Masimo Corp 
080A4E	Planet Bingo® — 3rd Rock Gaming® 
